declaration	kind	visibility	owner_module	destination_code	destination_module	tier	pinned_by_private_closure	demoted	review_batch
NumStability.OneNormState.mk.inj	theorem	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.mk.injEq	theorem	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.mk.noConfusion	definition	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.noConfusion	definition	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.noConfusionType	definition	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.rec	recursor	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.recOn	definition	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.x	definition	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.OneNormState.γ	definition	public	NumStability.Algorithms.CondEstimation	R:OneNorm/PowerMethod	NumStability.Algorithms.NormEstimation.OneNorm.PowerMethod.CondEstimation	reusable	no	no	onenorm-core
NumStability.RectPNormPair	inductive	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.A	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.AlgorithmResult	definition	public	NumStability.Algorithms.PNormPowerMethodRect	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State	inductive	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.casesOn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.ctorIdx	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.mk	constructor	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.mk.inj	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.mk.injEq	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.mk.noConfusion	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.noConfusion	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.noConfusionType	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.rec	recursor	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.recOn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.x	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.State.γ	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.StopsAt	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.casesOn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.ctorIdx	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.dpOut	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.dpOut_attains	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.dpOut_qunit	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.dqIn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.dqIn_attains	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.dqIn_punit	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.gammaSeq	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.gammaSeq_le_opP	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.gammaSeq_mono	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.gammaSeq_one_succ_eq_column_rect	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.RectangularTermination	reusable	no	no	rect-term
NumStability.RectPNormPair.general	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_algorithm15_1_rectangular_result	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_algorithm15_1_rectangular_step	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Algorithm01/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Algorithm01.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_lemma15_2_rectangular	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_lemma15_2_rectangular_infinity	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_lemma15_2_rectangular_one	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_lemma15_2_rectangular_strict	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_lemma15_2a_rectangular	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_lemma15_2b_rectangular	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	S:Lemma02/PNormPowerMethod	NumStability.Source.Higham.Chapter15.Lemma02.PNormPowerMethod.PNormRectangular	source	no	no	pnorm-gen-rect
NumStability.RectPNormPair.higham15_rectangular_infinity_counterexample_stops_at_four	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	RETAIN	NumStability.Algorithms.HighamChapter15RectTermination	historical	yes	no	rect-term
NumStability.RectPNormPair.higham15_rectangular_infinity_n_plus_one_source_discrepancy	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	RETAIN	NumStability.Algorithms.HighamChapter15RectTermination	historical	yes	no	rect-term
NumStability.RectPNormPair.holderIn	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.holderOut	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.holder_inf	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.infNormVec_rectMatVec_le	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.infRowValueRect	definition	public	NumStability.Algorithms.HighamChapter15RectTermination	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.RectangularTermination	reusable	no	no	rect-term
NumStability.RectPNormPair.infinity	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.infinityNPlusOneCounterexampleA	definition	public	NumStability.Algorithms.HighamChapter15RectTermination	S:Section02/Boyd/EndpointTermination	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.RectangularTermination	source	no	no	rect-term
NumStability.RectPNormPair.infinityNPlusOneCounterexampleX0	definition	public	NumStability.Algorithms.HighamChapter15RectTermination	S:Section02/Boyd/EndpointTermination	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.RectangularTermination	source	no	no	rect-term
NumStability.RectPNormPair.infinityNPlusOneCounterexample_unit	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	S:Section02/Boyd/EndpointTermination	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.RectangularTermination	source	no	no	rect-term
NumStability.RectPNormPair.infinity_terminates_by_m_plus_one_rect	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	S:Section02/Boyd/EndpointTermination	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.RectangularTermination	source	no	no	rect-term
NumStability.RectPNormPair.mk	constructor	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.mk.inj	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.mk.injEq	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.mk.noConfusion	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.noConfusion	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.noConfusionType	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.one	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.oneColumnValueRect	definition	public	NumStability.Algorithms.HighamChapter15RectTermination	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.RectangularTermination	reusable	no	no	rect-term
NumStability.RectPNormPair.oneNormVec_rectMatVec_le	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Endpoints	NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.one_terminates_by_n_plus_one_rect	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	S:Section02/Boyd/EndpointTermination	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.RectangularTermination	source	no	no	rect-term
NumStability.RectPNormPair.opP	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.op_bound	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.pIn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.pIn_nonneg	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.pOut	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.pOut_nonneg	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.powerStep	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.powerStep_gamma_eq	theorem	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.qIn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.qIn_zof_infinity_eq_row_rect	theorem	public	NumStability.Algorithms.HighamChapter15RectTermination	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.RectangularTermination	reusable	no	no	rect-term
NumStability.RectPNormPair.qOut	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.realRectMatrixLpNorm	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.rec	recursor	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
NumStability.RectPNormPair.recOn	definition	public	NumStability.Algorithms.PNormPowerMethodRect	R:PNorm/Rectangular	NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	reusable	no	no	pnorm-gen-rect
